Date,"Branded Fuel- Distribution Costs, Marketing Costs, and Profits",Branded Fuel- Crude Oil Cost,Branded Fuel- Refinery Costs and Profits,Branded Fuel- State Underground Storage Tank Fee:,Branded Fuel- State and Local Sales Tax,Branded Fuel- State Excise Tax,Branded Fuel- Federal Excise Tax,Branded Fuel- Average Retail prices,,"Unbranded Fuel- Distribution Costs, Marketing Costs, and Profits",Unbranded Fuel- Crude Oil Cost,Unbranded Fuel- Refinery Costs and Profits,Unbranded Fuel- State Underground Storage Tank Fee:,Unbranded Fuel- State and Local Sales Tax,Unbranded Fuel- State Excise Tax,Unbranded Fuel- Federal Excise Tax,Unbranded Fuel- Average Retail prices
6/2/2003,$0.20 ,$0.70 ,$0.34 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 ,,$0.25 ,$0.70 ,$0.28 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 
6/9/2003,$0.14 ,$0.72 ,$0.34 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,$0.11 ,$0.72 ,$0.38 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
6/16/2003,$0.05 ,$0.71 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 ,,$0.04 ,$0.71 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 
6/23/2003,$0.03 ,$0.71 ,$0.57 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 ,,$0.11 ,$0.71 ,$0.49 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 
6/30/2003,$0.05 ,$0.68 ,$0.57 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 ,,$0.23 ,$0.68 ,$0.39 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 
7/7/2003,$0.08 ,$0.68 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 ,,$0.29 ,$0.68 ,$0.32 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.79 
7/14/2003,$0.11 ,$0.71 ,$0.44 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.76 ,,$0.22 ,$0.71 ,$0.33 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.76 
7/21/2003,$0.11 ,$0.72 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 ,,$0.22 ,$0.72 ,$0.30 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.73 
7/28/2003,$0.11 ,$0.68 ,$0.43 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 ,,$0.15 ,$0.68 ,$0.39 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 
8/4/2003,$0.08 ,$0.72 ,$0.41 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,$0.10 ,$0.72 ,$0.38 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
8/11/2003,$0.07 ,$0.73 ,$0.45 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 ,,($0.01),$0.73 ,$0.53 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 
8/18/2003,$0.00 ,$0.70 ,$0.71 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.92 ,,($0.16),$0.70 ,$0.88 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.92 
8/25/2003,$0.05 ,$0.72 ,$0.81 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.10 ,,$0.06 ,$0.72 ,$0.81 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.10 
9/1/2003,$0.16 ,$0.72 ,$0.71 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.10 ,,$0.23 ,$0.72 ,$0.63 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.10 
9/8/2003,$0.22 ,$0.66 ,$0.69 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 ,,$0.32 ,$0.66 ,$0.58 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 
9/15/2003,$0.26 ,$0.64 ,$0.56 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.03 ,,$0.46 ,$0.64 ,$0.41 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.03 
9/22/2003,$0.33 ,$0.62 ,$0.52 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 ,,$0.52 ,$0.62 ,$0.34 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 
9/29/2003,$0.33 ,$0.65 ,$0.43 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.91 ,,$0.44 ,$0.65 ,$0.32 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.91 
10/6/2003,$0.26 ,$0.69 ,$0.41 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.85 ,,$0.28 ,$0.69 ,$0.39 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.85 
10/13/2003,$0.19 ,$0.72 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,$0.25 ,$0.72 ,$0.33 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
10/20/2003,$0.19 ,$0.68 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,$0.28 ,$0.68 ,$0.32 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.77 
10/27/2003,$0.15 ,$0.67 ,$0.42 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 ,,$0.16 ,$0.67 ,$0.41 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.74 
11/3/2003,$0.13 ,$0.65 ,$0.44 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 ,,$0.20 ,$0.65 ,$0.37 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.71 
11/10/2003,$0.11 ,$0.69 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 ,,$0.13 ,$0.69 ,$0.38 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 
11/17/2003,$0.07 ,$0.71 ,$0.42 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,$0.08 ,$0.71 ,$0.40 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
11/24/2003,$0.13 ,$0.67 ,$0.40 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 ,,$0.18 ,$0.67 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.69 
12/1/2003,$0.14 ,$0.67 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,$0.23 ,$0.67 ,$0.29 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
12/8/2003,$0.14 ,$0.72 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 ,,$0.21 ,$0.72 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 
12/15/2003,$0.13 ,$0.76 ,$0.25 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.18 ,$0.76 ,$0.20 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
12/22/2003,$0.12 ,$0.73 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.15 ,$0.73 ,$0.25 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
12/29/2003,$0.08 ,$0.74 ,$0.29 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.09 ,$0.74 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
1/5/2004,$0.13 ,$0.78 ,$0.26 ,$0.00 ,$0.12 ,$0.18 ,$0.15 ,$1.62 ,,$0.15 ,$0.78 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.15 ,$1.62 
1/12/2004,$0.17 ,$0.80 ,$0.25 ,$0.00 ,$0.12 ,$0.18 ,$0.15 ,$1.67 ,,$0.20 ,$0.80 ,$0.22 ,$0.00 ,$0.12 ,$0.18 ,$0.15 ,$1.67 
1/19/2004,$0.10 ,$0.84 ,$0.29 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.69 ,,$0.10 ,$0.84 ,$0.29 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.69 
1/26/2004,$0.13 ,$0.79 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.73 ,,$0.12 ,$0.79 ,$0.36 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.73 
2/2/2004,$0.12 ,$0.81 ,$0.36 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.75 ,,$0.14 ,$0.81 ,$0.34 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.75 
2/9/2004,$0.14 ,$0.76 ,$0.46 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.82 ,,$0.14 ,$0.76 ,$0.46 ,$0.00 ,$0.13 ,$0.18 ,$0.15 ,$1.82 
2/16/2004,$0.15 ,$0.80 ,$0.45 ,$0.00 ,$0.14 ,$0.18 ,$0.15 ,$1.87 ,,$0.10 ,$0.80 ,$0.50 ,$0.00 ,$0.14 ,$0.18 ,$0.15 ,$1.87 
2/23/2004,$0.09 ,$0.79 ,$0.67 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.03 ,,($0.01),$0.79 ,$0.77 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.03 
3/1/2004,$0.14 ,$0.85 ,$0.63 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 ,,$0.18 ,$0.85 ,$0.59 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 
3/8/2004,$0.16 ,$0.84 ,$0.62 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 ,,$0.26 ,$0.84 ,$0.52 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 
3/15/2004,$0.19 ,$0.86 ,$0.56 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.10 ,,$0.22 ,$0.86 ,$0.53 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.10 
3/22/2004,$0.18 ,$0.85 ,$0.57 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.08 ,,$0.18 ,$0.85 ,$0.57 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.08 
3/29/2004,$0.16 ,$0.81 ,$0.63 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.08 ,,$0.15 ,$0.81 ,$0.64 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.08 
4/5/2004,$0.12 ,$0.79 ,$0.73 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.13 ,,$0.08 ,$0.79 ,$0.77 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.13 
4/12/2004,$0.16 ,$0.87 ,$0.64 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.16 ,,$0.27 ,$0.87 ,$0.53 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.16 
4/19/2004,$0.16 ,$0.86 ,$0.64 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.15 ,,$0.23 ,$0.86 ,$0.57 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.15 
4/26/2004,$0.15 ,$0.85 ,$0.63 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.12 ,,$0.19 ,$0.85 ,$0.59 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.12 
5/3/2004,$0.10 ,$0.88 ,$0.64 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 ,,$0.00 ,$0.88 ,$0.74 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.11 
5/10/2004,$0.09 ,$0.90 ,$0.74 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.22 ,,$0.03 ,$0.90 ,$0.80 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.22 
5/17/2004,$0.11 ,$0.96 ,$0.70 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.27 ,,$0.04 ,$0.96 ,$0.77 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.27 
5/24/2004,$0.13 ,$0.97 ,$0.72 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.32 ,,$0.13 ,$0.97 ,$0.72 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.32 
5/31/2004,$0.18 ,$0.99 ,$0.66 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.33 ,,$0.22 ,$0.99 ,$0.62 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.33 
6/7/2004,$0.19 ,$0.89 ,$0.74 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.32 ,,$0.26 ,$0.89 ,$0.67 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.32 
6/14/2004,$0.20 ,$0.86 ,$0.73 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.29 ,,$0.22 ,$0.86 ,$0.71 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.29 
6/21/2004,$0.25 ,$0.86 ,$0.65 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.26 ,,$0.27 ,$0.86 ,$0.63 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.26 
6/28/2004,$0.21 ,$0.83 ,$0.70 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.24 ,,$0.12 ,$0.83 ,$0.79 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.24 
7/5/2004,$0.20 ,$0.88 ,$0.63 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.20 ,,$0.16 ,$0.88 ,$0.67 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.20 
7/12/2004,$0.17 ,$0.91 ,$0.62 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 ,,$0.13 ,$0.91 ,$0.66 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 
7/19/2004,$0.16 ,$0.95 ,$0.59 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 ,,$0.17 ,$0.95 ,$0.58 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 
7/26/2004,$0.18 ,$0.96 ,$0.53 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.16 ,,$0.22 ,$0.96 ,$0.49 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.16 
8/2/2004,$0.18 ,$1.01 ,$0.45 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.13 ,,$0.18 ,$1.01 ,$0.45 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.13 
8/9/2004,$0.18 ,$1.04 ,$0.39 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.09 ,,$0.18 ,$1.04 ,$0.39 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.09 
8/16/2004,$0.12 ,$1.06 ,$0.39 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 ,,$0.13 ,$1.06 ,$0.38 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 
8/23/2004,$0.10 ,$1.06 ,$0.41 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 ,,$0.09 ,$1.06 ,$0.42 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 
8/30/2004,$0.18 ,$0.94 ,$0.49 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.10 ,,$0.21 ,$0.94 ,$0.46 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.10 
9/6/2004,$0.16 ,$0.97 ,$0.46 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.07 ,,$0.19 ,$0.97 ,$0.43 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.07 
9/13/2004,$0.15 ,$0.97 ,$0.47 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 ,,$0.13 ,$0.97 ,$0.47 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 
9/21/2004,$0.11 ,$1.03 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.06 ,,$0.06 ,$1.03 ,$0.49 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.06 
9/27/2004,$0.06 ,$1.10 ,$0.44 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.09 ,,$0.00 ,$1.10 ,$0.50 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.09 
10/4/2004,$0.09 ,$1.11 ,$0.51 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.20 ,,$0.03 ,$1.11 ,$0.57 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.20 
10/11/2004,$0.08 ,$1.17 ,$0.58 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.33 ,,$0.01 ,$1.17 ,$0.65 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.33 
10/18/2004,$0.09 ,$1.18 ,$0.62 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.40 ,,$0.18 ,$1.18 ,$0.53 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.40 
10/25/2004,$0.14 ,$1.16 ,$0.58 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.39 ,,$0.20 ,$1.16 ,$0.52 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.39 
11/1/2004,$0.17 ,$1.09 ,$0.60 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.37 ,,$0.17 ,$1.09 ,$0.49 ,$0.00 ,$0.18 ,$0.18 ,$0.15 ,$2.37 
11/8/2004,$0.22 ,$1.02 ,$0.60 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.34 ,,$0.29 ,$1.02 ,$0.53 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.34 
11/15/2004,$0.22 ,$0.98 ,$0.61 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.31 ,,$0.29 ,$0.98 ,$0.54 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.31 
11/22/2004,$0.25 ,$1.00 ,$0.51 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.26 ,,$0.34 ,$1.00 ,$0.42 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.26 
11/29/2004,$0.24 ,$1.18 ,$0.32 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.24 ,,$0.32 ,$1.18 ,$0.24 ,$0.00 ,$0.17 ,$0.18 ,$0.15 ,$2.24 
12/6/2004,$0.32 ,$0.86 ,$0.52 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 ,,$0.51 ,$0.86 ,$0.33 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.19 
12/13/2004,$0.46 ,$0.81 ,$0.38 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.14 ,,$0.55 ,$0.81 ,$0.29 ,$0.00 ,$0.16 ,$0.18 ,$0.15 ,$2.14 
12/20/2004,$0.32 ,$0.93 ,$0.32 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 ,,$0.30 ,$0.93 ,$0.34 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.05 
12/27/2004,$0.27 ,$0.82 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.01 ,,$0.27 ,$0.82 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.15 ,$2.01 
1/3/2005,$0.22 ,$0.84 ,$0.41 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 ,,$0.21 ,$0.84 ,$0.42 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 
1/10/2005,$0.17 ,$0.93 ,$0.33 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 ,,$0.13 ,$0.93 ,$0.37 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 
1/17/2005,$0.13 ,$1.04 ,$0.26 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 ,,$0.07 ,$1.04 ,$0.32 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 
1/24/2005,$0.08 ,$1.03 ,$0.34 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.96 ,,($0.02),$1.03 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.96 
1/31/2005,$0.12 ,$1.04 ,$0.36 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.03 ,,$0.04 ,$1.04 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.03 
2/7/2005,$0.11 ,$1.00 ,$0.43 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.05 ,,$0.06 ,$1.00 ,$0.48 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.05 
2/14/2005,$0.09 ,$1.02 ,$0.47 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.09 ,,$0.02 ,$1.02 ,$0.54 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.09 
2/21/2005,$0.11 ,$1.12 ,$0.40 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.15 ,,$0.07 ,$1.12 ,$0.44 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.15 
2/28/2005,$0.07 ,$1.12 ,$0.47 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.18 ,,$0.80 ,$1.12 ,$0.46 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.18 
3/7/2005,$0.07 ,$1.19 ,$0.44 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.23 ,,$0.05 ,$1.19 ,$0.46 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.23 
3/14/2005,$0.08 ,$1.21 ,$0.47 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.29 ,,$0.10 ,$1.21 ,$0.45 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.29 
3/21/2005,$0.09 ,$1.26 ,$0.43 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.31 ,,$0.04 ,$1.26 ,$0.48 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.31 
3/28/2005,$0.06 ,$1.21 ,$0.57 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.38 ,,$0.03 ,$1.21 ,$0.60 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.38 
4/4/2005,$0.00 ,$1.28 ,$0.64 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.46 ,,($0.09),$1.28 ,$0.73 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.46 
4/11/2005,$0.04 ,$1.20 ,$0.80 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.59 ,,$0.19 ,$1.20 ,$0.65 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.59 
4/18/2005,$0.04 ,$1.12 ,$0.87 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.58 ,,$0.25 ,$1.12 ,$0.66 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.58 
4/25/2005,$0.09 ,$1.22 ,$0.71 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.57 ,,$0.19 ,$1.22 ,$0.61 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.57 
5/2/2005,$0.15 ,$1.14 ,$0.72 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.56 ,,$0.35 ,$1.14 ,$0.52 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.56 
5/9/2005,$0.19 ,$1.17 ,$0.61 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.52 ,,$0.35 ,$1.17 ,$0.45 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.52 
5/16/2005,$0.30 ,$1.08 ,$0.55 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.47 ,,$0.40 ,$1.08 ,$0.45 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.47 
5/23/2005,$0.29 ,$1.12 ,$0.48 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.43 ,,$0.34 ,$1.12 ,$0.43 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.43 
5/30/2005,$0.27 ,$1.17 ,$0.41 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.39 ,,$0.25 ,$1.17 ,$0.43 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.39 
6/6/2005,$0.21 ,$1.31 ,$0.31 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.36 ,,$0.14 ,$1.31 ,$0.38 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.36 
6/13/2005,$0.14 ,$1.26 ,$0.40 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.33 ,,$0.14 ,$1.26 ,$0.40 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.33 
6/20/2005,$0.10 ,$1.35 ,$0.37 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.35 ,,$0.04 ,$1.35 ,$0.43 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.35 
6/27/2005,$0.06 ,$1.38 ,$0.43 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.41 ,,$0.01 ,$1.38 ,$0.48 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.41 
7/4/2005,$0.08 ,$1.34 ,$0.50 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.46 ,,$0.07 ,$1.34 ,$0.51 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.46 
7/11/2005,$0.08 ,$1.35 ,$0.55 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.53 ,,$0.10 ,$1.34 ,$0.53 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.53 
7/18/2005,$0.12 ,$1.32 ,$0.55 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,$0.22 ,$1.32 ,$0.45 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
7/25/2005,$0.13 ,$1.31 ,$0.55 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,$0.12 ,$1.31 ,$0.56 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
8/1/2005,$0.09 ,$1.42 ,$0.49 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.55 ,,$0.07 ,$1.42 ,$0.51 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.55 
